Year,Title,Sequel,ReleaseDate,StoryLine,Runtime,SoundMix,Color,AspectRatio,MPAA,RateScore,NumRate,NumReview,NumCritic,ProductionDate,FilmingDate,gross,budget,critic,numrate,numreview,ratescore,nummon,day,daynum,budget_class,competition,ActorScore,ActorScore_budget,Country,BigSix,country_num,ThreeD,mpaa,gross_ind,NewBigSix
1996,Bogus (1996),0,Release Date: 6 September 1996 (USA) See more Ф_,"Seven year-old Albert is the son of a Las Vegas circus performer. When she is killed in a car wreck, Albert is sent to live with his mother's foster sister, Harriet Franklin, a no-nonsense businesswoman struggling in New Jersey. Albert hates it with the dour Harriet, but takes refuge in the company of Bogus, a flamboyant, gentle, loving, and altogether imaginary Frenchman. With Bogus's help, Albert can perhaps come to terms with his mother's death, and Harriet with her own loss of childhood innocence. Written by Jim Beaver <jumblejim@prodigy.net>",110 min,Sound Mix: Dolby SR,Color,Aspect Ratio: 1.85 : 1,Rated PG for thematic elements and some mild language,5.3,"5,038",30 user,15 critic,null,20 March 1995 - 24 June ,4749302.584,32823033.57,15,5038,30,5.3,9,6,641,4,40,-0.178494471,-0.016793999,USA,1,1,0,PG,2,1
1996,The Whole Wide World (1996),0,Release Date: 20 December 1996 (USA) See more Ф_,"In Texas in the 1930s, young schoolteacher Novalyne Price meets a handsome, eccentric, interesting young man named Robert Howard. He's a successful writer - of the pulp stories of 'Conan the Barbarian'; she's an aspiring one. A friendship develops into a sort of courtship. Based on a memoir by Novalyne Price. Written by Eileen Berdon <eberdon@aol.com>",111 min,Sound Mix: Dolby,Color,Aspect Ratio: 2.35 : 1,Rated PG for a substantial amount of mild language and mature thematic elements,7.3,"2,850",86 user,26 critic,null,null,149818.5485,1422331.455,26,2850,86,7.3,12,20,745,1,37,0,0,USA,0,1,0,PG,1,0
1996,Surviving Picasso (1996),0,Release Date: 20 September 1996 (USA) See more Ф_,"In 1943, a young painter, Franк_oise Gilot (1921- ) meets Pablo Picasso (1881-1973), already the most celebrated artist in the world. For the next ten years, she is his mistress, bears him two children, is his muse, and paints within his element. She also learns slowly about the other women who have been or still are in his life: Dora Maar, Marie- Thк©rклse (whose daughter is Picasso's), and Olga Koklowa, each of whom seems deeply scarred by their life with Picasso. Gilot's response is to bring each into her relationship with Picasso. How does one survive Picasso? She keeps painting, and she keeps her good humor and her independence. When the time comes, she has the strength to leave. Written by <jhailey@hotmail.com>",125 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,Rated R for a scene of nudity and brief sex-related language,6.3,"5,570",22 user,26 critic,,null,2171791.815,17505617.9,26,5570,22,6.3,9,20,655,2,34,-1.86224938,-2.341545392,USA,0,1,0,R,2,0
1996,Original Gangstas (1996),0,Release Date: 10 May 1996 (USA) See more Ф_,"Marvin Bookman is a small shop owner in Gary, Indiana, USA. After he sees a drive-by shooting of Laurie Thompson's son by a local gang, he gives up the license number of the car to the police. The gang doesn't like this so they go to the store and rough him up. Soon, John Bookman comes to town to set the wrong things right. With the help of Laurie and his old friend Jake, they attempt to take back the streets and show the new breed of gang members what the true originals can do. Written by Josh Pasnak <chainsaw@intouch.bc.ca>",99 min,Sound Mix: DTS,Color,Aspect Ratio: 1.85 : 1,Rated R for non-stop violence and pervasive strong language,5.6,"1,090",19 user,16 critic,null,null,3297620.773,5251685.371,16,1090,19,5.6,5,10,525,1,25,0,0,USA,0,1,0,R,2,0
1996,Kansas City (1996),0,Release Date: 16 August 1996 (USA) See more Ф_,"Robert Altman's jazz-scored film explores themes of love, crime, race, and politics in 1930s Kansas City. When Blondie O'Hara's husband, a petty thief, is captured by Seldom Seen and held at the Hey Hey Club, she launches a desperate plan to release him. She kidnaps the wife of a powerful local politician in an attempt to blackmail him into using his connections to free Johnny. Despite this being election time, he risks exposure by putting the political machine into action to free Johnny and thereby save his wife. Mrs. Stilton, meanwhile, has befriended Blondie and is impressed by her love and devotion to Johnny, especially in contrast to her own loveless marriage. Written by Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>",116 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,"Rated R for language, and for some violence and drug use",6.3,"3,448",43 user,31 critic,null,18 April 1995 - 2 July ,1481220.353,20787921.26,31,3448,43,6.3,8,16,621,2,53,-0.784297127,-0.538299213,USA,0,1,0,R,2,0
1996,Mad Dog Time (1996),0,Release Date: 8 November 1996 (USA) See more Ф_,"Mob boss Vic returns to business from madhouse. Meanwhile his best and quickest assistant Mickey Holliday is having an affair with Vic's girl Grace Everly and, at the same time, with her sister Rita Everly. What will Vic do? Whom will he kill? Is he really insane and weak? Many other mobsters, including Jake Parker, WackyJacky Jackson and Ben London think he's not so powerful anymore and hope to take his place. Written by Sergey Ukladov <yook@glasnet.ru>",93 min,Sound Mix: DTS | DTS-Stereo,Color,Aspect Ratio: 1.85 : 1,"Rated R for violence, language and sexuality",5.5,"2,243",43 user,17 critic,null,null,87556.53615,8752808.952,17,2243,43,5.5,11,8,703,2,42,-1.698841294,-1.810553758,USA,0,1,0,R,1,0
1996,Faithful (1996),0,Release Date: 3 April 1996 (USA) See more Ф_,"For their 20th wedding anniversary, Jack gets Maggie a diamond necklace and a hit man. But when Tony shows up and, waiting for the signal from Jack in Connecticut to do the hit, he and Maggie begin to talk - perhaps Tony can come to value Maggie even more than her husband does. And when Jack shows up, things get very tricky. Written by Bruce Cameron <dumarest@midcoast.com>",91 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,Rated R for language and sex-related dialogue,5.9,"1,581",19 user,21 critic,null,28 July 1994 - 23 September ,2301988.754,14223314.55,21,1581,19,5.9,4,3,488,2,23,-1.464168652,-1.699277692,USA,0,1,0,R,2,0
1997,Titanic (1997),0,Release Date: 19 December 1997 (USA) See more Ф_,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancк©, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning. Written by Anthony Pereyra <hypersonic91@yahoo.com>",194 min,Sound Mix: Dolby Digital (Dolby Digital 5.1) (5.1 Surround Sound) (L-R)| DTS (DTS 5.1) (5.1 Surround Sound) (L-R)| DTS 70 mm (70 mm prints) (5.1 Surround Sound) (L-R)| SDDS (8 channels) (L-R),Color,Aspect Ratio: 2.35 : 1,"Rated PG-13 for disaster related peril and violence, nudity, sensuality and brief language",7.7,"730,212","2,507 user",311 critic,1 September 1995 -  September ,null,699664177.3,212446819.2,311,730212,2507,7.7,12,19,1109,5,52,0.159740599,1.594632538,USA,1,1,0,PG-13,9,1
1997,Good Will Hunting (1997),0,Release Date: 9 January 1998 (USA) See more Ф_,"A touching tale of a wayward young man who struggles to find his identity, living in a world where he can solve any problem, except the one brewing deep within himself, until one day he meets his soul mate who opens his mind and his heart. Written by Dima & Danielle",126 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,"Rated R for strong language, including some sex-related dialogue",8.3,"549,145",664 user,149 critic,null,14 April 1997 -  June ,146948839.2,10622340.96,149,549145,664,8.3,1,9,769,2,24,1.972264516,0.708084434,USA,0,1,0,R,9,0
1997,Boogie Nights (1997),0,Release Date: 31 October 1997 (USA) See more Ф_,"Adult film director Jack Horner is always on the lookout for new talent and it's only by chance that he meets Eddie Adams who is working as a busboy in a restaurant. Eddie is young, good looking and plenty of libido to spare. Using the screen name Dirk Diggler, he quickly rises to the top of his industry winning awards year after year. Drugs and ego however come between Dirk and those around him and he soon finds that fame is fleeting. Written by garykmcd",155 min,Sound Mix: Dolby Digital | SDDS,Color,Aspect Ratio: 2.35 : 1,"Rated R for strong sex scenes with explicit dialogue, nudity, drug use, language and violence",7.9,"177,950",550 user,151 critic,null,10 July 1996 - 7 October ,28026960.58,15933511.44,151,177950,550,7.9,10,31,1061,2,54,-1.241541579,-1.407463806,USA,0,1,0,R,5,0
1997,I Know What You Did Last Summer (1997),0,Release Date: 17 October 1997 (USA) See more Ф_,"Adaptation of Lois Duncan's thriller about four teenagers trying to cover up a hit-and-run. Love Hewitt plays Julie, a high school senior who goes trip with her friends and accidently hits a fisherman. They think he is dead and dump him into the waters. But later they get a strange letter that says ""I know what you did last summer."" Written by Lawless <Lawless@netside.com>",101 min,Sound Mix: Dolby | SDDS,Color,Aspect Ratio: 2.35 : 1,Rated R for strong horror violence and language,5.6,"99,869",416 user,138 critic,null,31 March 1997 -  June ,76713903.76,18057979.63,138,99869,416,5.6,10,17,1047,2,45,0,0,USA,0,1,0,R,8,0
1997,The Lost World: Jurassic Park (1997),0,Release Date: 23 May 1997 (USA) See more Ф_,"Four years after the failure of Jurassic Park on Isla Nublar, John Hammond reveals to Ian Malcolm that there was another island (""Site B"") on which dinosaurs were bred before being transported to Isla Nublar. Left alone since the disaster, the dinosaurs have flourished, and Hammond is anxious that the world see them in their ""natural"" environment before they are exploited. Written by Murray Chapman <muzzle@imdb.com>",129 min,Sound Mix: DTS | Dolby SR,Color,Aspect Ratio: 1.85 : 1,Rated PG-13 for intense sci-fi terror and violence,6.5,"252,922",545 user,171 critic,null,5 September 1996 - 11 December ,243330769.9,77543089.01,171,252922,545,6.5,5,23,903,5,24,-1.713676093,-1.668210635,USA,0,1,0,PG-13,9,1
1997,Tomorrow Never Dies (1997),0,Release Date: 19 December 1997 (USA) See more Ф_,"Agent James Bond 007 is on a mission which includes a media tycoon, his former lover and a Chinese agent. Elliot Carver wants to complete his global media empire, but in order for this to work, he must achieve broadcasting rights in China. Carver wants to start up World War III by starting a confrontation over British and Chinese waters. Bond gains the help of Wai Lin on his quest to stop him, but how will Bond feel when he meets up with his former lover, who is now Carver's wife. Written by simon",119 min,Sound Mix: DTS 70 mm (70 mm print)| DTS | Dolby Digital,Color,Aspect Ratio: 2.35 : 1,"Rated PG-13 for intense sequences of action violence, sexuality and innuendo",6.5,"140,094",317 user,154 critic,null,1 April 1997 - 5 September ,133131931.2,116845750.6,154,140094,317,6.5,12,19,1109,5,52,1.957143738,0.475948311,USA,0,1,0,PG-13,9,0
1997,Batman & Robin (1997),0,Release Date: 20 June 1997 (USA) See more Ф_,"Batman and Robin are back working side-by-side to stop the villains of Gotham City, but is there tension appearing between them, especially when one villainess who calls herself Poison Ivy can make anyone fall in love with her...literally. Along with Poison Ivy, the icy Mr. Freeze is freezing anything which gets in his way from achieving his goal. Written by FilmFanUk",125 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 1.85 : 1,Rated PG-13 for strong stylized action and some innuendos,3.7,"178,467","1,003 user",178 critic,August 1996 -  January ,12 September 1996 - 27 January ,113961789.2,132779262,178,178467,1003,3.7,6,20,930,5,38,0,0,USA,1,1,0,PG-13,9,1
1997,Scream 2 (1997),0,Release Date: 12 December 1997 (USA) See more Ф_,"Two years after the events of Scream, Sidney Prescott and Randy are attending Windsor college. They are trying to get on with their lives...Until a new Ghostface killing spree begins. With the help of Dewey and Gale, Sidney must find out who's behind the murders. As the body count goes up, the list of suspects goes down.",120 min,Sound Mix: Dolby,Color,Aspect Ratio: 2.35 : 1,Rated R for language and strong bloody violence,6.1,"118,195",483 user,192 critic,null,16 June 1997 - 28 August ,107640827.2,25493618.3,192,118195,483,6.1,12,12,1102,3,52,0,0,USA,0,1,0,R,9,0
1997,Starship Troopers (1997),0,Release Date: 7 November 1997 (USA) See more Ф_,In the distant future high school kids are encouraged to become citizens by joining the military. What they don't know is that they'll soon be engaged in a full scale war against a planet of alien insects. The fight is on to ensure the safety of humanity. Written by Christopher Van Pelt,129 min,Sound Mix: DTS | SDDS (8 channels)| Dolby Digital,Color,Aspect Ratio: 1.85 : 1,"Rated R for graphic sci-fi violence and gore, and for some language and nudity",7.2,"210,737","1,040 user",187 critic,29 April 1997 - 23 October ,29 April 1997 - 23 October ,58104274.1,106223409.6,187,210737,1040,7.2,11,7,1067,5,60,-0.281765649,-0.301552199,USA,0,1,0,R,7,0
1997,Men in Black (1997),0,Release Date: 2 July 1997 (USA) See more Ф_,"Based off of the comic book. Unbeknownst to other people, there is a private agency code named MiB. This agency is some kind of extra terrestrial surveillance corporation. Then, one of the agency's finest men only going by the name ""K"", is recruiting for a new addition to the agency. He has chosen James Edwards of the N.Y.P.D. Then, one day, a flying saucer crashes into Earth. This was an alien a part of the ""Bug"" race. He takes the body of a farmer and heads to New York. He is searching for a super energy source called ""The Galaxy"". Now, Agents J and K must stop the bug before it can escape with the galaxy. Written by John Wiggins",98 min,Sound Mix: Dolby SR | DTS | SDDS (8 channels)| Dolby Digital,Color,Aspect Ratio: 1.85 : 1,Rated PG-13 for language and sci-fi violence,7.2,"372,154",285 user,173 critic,14 March 1996 -  July ,14 March 1996 - 27 July ,265715325.7,95601068.64,173,372154,285,7.2,7,2,942,5,40,4.753908608,1.688463344,USA,0,1,0,PG-13,9,1
